dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score
214,0,"A nice quote that comes to mind is that of Theodore Roosevelt .. in which he explains that to be comfortable in a country where you migrate you have to integrate into the social fabric.
","A nice quote that comes to mind is that of Theodore Roosevelt .. in which he explains that to be comfortable in a country where you migrate you have to integrate into the social fabric.
",0.030388435,0.030388435
214,2,"I see your point of view.
But I think the only ""acceptable"" relationships and the only normal ones are heterosexuals.
This is just my opinion.","A nice quote that comes to mind is that of Theodore Roosevelt .. in which he explains that to be comfortable in a country where you migrate you have to integrate into the social fabric.
 I see your point of view.
But I think the only ""acceptable"" relationships and the only normal ones are heterosexuals.
This is just my opinion.",0.32236105,0.2412222
214,4,"Our experiences have taught us that multi-ethnicity has not given great results .. especially in a civil society like ours.
Let's end with this lie about integration. It will never work!","A nice quote that comes to mind is that of Theodore Roosevelt .. in which he explains that to be comfortable in a country where you migrate you have to integrate into the social fabric.
 I see your point of view.
But I think the only ""acceptable"" relationships and the only normal ones are heterosexuals.
This is just my opinion. Our experiences have taught us that multi-ethnicity has not given great results .. especially in a civil society like ours.
Let's end with this lie about integration. It will never work!",0.16851899,0.18364124
215,0,"As Theodore Roosevelt stated, in order to immigrate and live in another country successfully one must fully integrate. Then there will be no opposition against it.","As Theodore Roosevelt stated, in order to immigrate and live in another country successfully one must fully integrate. Then there will be no opposition against it.",0.021903414,0.021903414
215,2,"I agree, although personally I am only in favour of heterosexual relationships, I don't mind other's preferences as long as they're within respectable limits of other's preferences. However that isn't related with migrants tryng to create their enclaves backing their own foreing cultures.","As Theodore Roosevelt stated, in order to immigrate and live in another country successfully one must fully integrate. Then there will be no opposition against it. I agree, although personally I am only in favour of heterosexual relationships, I don't mind other's preferences as long as they're within respectable limits of other's preferences. However that isn't related with migrants tryng to create their enclaves backing their own foreing cultures.",0.23343207,0.13214645
215,4,"I disagree, multiculturalism has failed miserably. Both here and in Europe. When people live in closed communities and don't integrate there will always will be problems.","As Theodore Roosevelt stated, in order to immigrate and live in another country successfully one must fully integrate. Then there will be no opposition against it. I agree, although personally I am only in favour of heterosexual relationships, I don't mind other's preferences as long as they're within respectable limits of other's preferences. However that isn't related with migrants tryng to create their enclaves backing their own foreing cultures. I disagree, multiculturalism has failed miserably. Both here and in Europe. When people live in closed communities and don't integrate there will always will be problems.",0.25462922,0.23812068
216,0,Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful.,Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful.,0.30527395,0.30527395
216,2,"Thank you for the infos, I left the information on the bottom of the original tweet once it was sent to me by someone. Still, they heaps worse. You probably haven't seen the vids where they are killing dogs with acid.","Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful. Thank you for the infos, I left the information on the bottom of the original tweet once it was sent to me by someone. Still, they heaps worse. You probably haven't seen the vids where they are killing dogs with acid.",0.25462922,0.38811707
216,4,"Ah yeah, I've heard your point of view expressed but you still have not taken a look through the thread yet. Apples and oranges are not the same and cultures have never been 'equal'.","Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful. Thank you for the infos, I left the information on the bottom of the original tweet once it was sent to me by someone. Still, they heaps worse. You probably haven't seen the vids where they are killing dogs with acid. Ah yeah, I've heard your point of view expressed but you still have not taken a look through the thread yet. Apples and oranges are not the same and cultures have never been 'equal'.",0.05280026,0.37751234
217,0,"Muslims are asking too much! Their sharia has rules that cannot coexist with our culture..  They cannot ask us to not walk dogs in public!
","Muslims are asking too much! Their sharia has rules that cannot coexist with our culture..  They cannot ask us to not walk dogs in public!
",0.44573322,0.44573322
217,2,"
It's not the only bad information I read about them.
They have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid!","Muslims are asking too much! Their sharia has rules that cannot coexist with our culture..  They cannot ask us to not walk dogs in public!
 
It's not the only bad information I read about them.
They have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid!",0.30993456,0.46186632
217,4,"Your opinion does not convince me.
Cultures have never been fair and this is a fact..","Muslims are asking too much! Their sharia has rules that cannot coexist with our culture..  They cannot ask us to not walk dogs in public!
 
It's not the only bad information I read about them.
They have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid! Your opinion does not convince me.
Cultures have never been fair and this is a fact..",0.09872158,0.4394682
218,0,Following the structure of our population we have to stop and reverse all migration. We have got all the doctors and rocket scientists we need. We will never need any workforce from outside the country.,Following the structure of our population we have to stop and reverse all migration. We have got all the doctors and rocket scientists we need. We will never need any workforce from outside the country.,0.07291982,0.07291982
218,2,"Look darling. No one is pressuring these people to become doctors. They are smart so they should have worked out what the terms and conditions are. These people are not moving out to poor countries abroad, I suppose. The NHS must be taken down and rivisited. How come this people are so racist? Their only focus is the colour of the skin of the doctor.  In my opnion, immigrant doctors should work where they have studied.","Following the structure of our population we have to stop and reverse all migration. We have got all the doctors and rocket scientists we need. We will never need any workforce from outside the country. Look darling. No one is pressuring these people to become doctors. They are smart so they should have worked out what the terms and conditions are. These people are not moving out to poor countries abroad, I suppose. The NHS must be taken down and rivisited. How come this people are so racist? Their only focus is the colour of the skin of the doctor.  In my opnion, immigrant doctors should work where they have studied.",0.2412222,0.2524482
219,0,"
I firmly believe that Brittany does not need migration. We have physicians and researchers at will, we don't need others from foreign countries.","
I firmly believe that Brittany does not need migration. We have physicians and researchers at will, we don't need others from foreign countries.",0.19939905,0.19939905
219,2,"The NHS is now lost, it should be reorganized from scratch. In addition, young people should have the good sense not to study medicine if these are the consequences! 
Honestly, it is not convenient for colored people to work in European countries. The people here are racist and superficial; it is better if they work where they have studied!","
I firmly believe that Brittany does not need migration. We have physicians and researchers at will, we don't need others from foreign countries. The NHS is now lost, it should be reorganized from scratch. In addition, young people should have the good sense not to study medicine if these are the consequences! 
Honestly, it is not convenient for colored people to work in European countries. The people here are racist and superficial; it is better if they work where they have studied!",0.41445592,0.4013387
220,0,I would like to ask all these people supporting the idea that the NHS couldn't survive without migration how did it do it before mass migration and Tony Blair's migration policies in the 1990s.,I would like to ask all these people supporting the idea that the NHS couldn't survive without migration how did it do it before mass migration and Tony Blair's migration policies in the 1990s.,0.029445656,0.029445656
220,2,"We have a lot of issues in the UK.  How good an organisation can only be as much as how good the leader controlling it is, that's appliable to all kinds of organisation such as hospitals, schools or police. Wouldn't it be fantastic having a  truthful, strong PM who ignored the PC?","I would like to ask all these people supporting the idea that the NHS couldn't survive without migration how did it do it before mass migration and Tony Blair's migration policies in the 1990s. We have a lot of issues in the UK.  How good an organisation can only be as much as how good the leader controlling it is, that's appliable to all kinds of organisation such as hospitals, schools or police. Wouldn't it be fantastic having a  truthful, strong PM who ignored the PC?",0.031684756,0.028974265
220,4,"I'm aware of the fact they're old but still, I'm sure they're still going on and how many other financial scandals still have to be announced to the tax payers?","I would like to ask all these people supporting the idea that the NHS couldn't survive without migration how did it do it before mass migration and Tony Blair's migration policies in the 1990s. We have a lot of issues in the UK.  How good an organisation can only be as much as how good the leader controlling it is, that's appliable to all kinds of organisation such as hospitals, schools or police. Wouldn't it be fantastic having a  truthful, strong PM who ignored the PC? I'm aware of the fact they're old but still, I'm sure they're still going on and how many other financial scandals still have to be announced to the tax payers?",0.031449065,0.07687678
221,0,"For all the people who believe that without migration NHS cannot do it, I would like to tell you that we have already done it in history! (precisely before the 90s and before Tony Blair)","For all the people who believe that without migration NHS cannot do it, I would like to tell you that we have already done it in history! (precisely before the 90s and before Tony Blair)",0.028856417,0.028856417
221,2,"In my opinion in England we should worry about something else. Important facilities like schools and hospitals are poorly organized. It takes a prime minister to take care of these necessary needs and improve the country.
","For all the people who believe that without migration NHS cannot do it, I would like to tell you that we have already done it in history! (precisely before the 90s and before Tony Blair) In my opinion in England we should worry about something else. Important facilities like schools and hospitals are poorly organized. It takes a prime minister to take care of these necessary needs and improve the country.
",0.023199737,0.026499467
221,4,"I know it's not recent, but I think it's still progressing. And what scares me the most is that we are not yet aware of all the other financial scandals!","For all the people who believe that without migration NHS cannot do it, I would like to tell you that we have already done it in history! (precisely before the 90s and before Tony Blair) In my opinion in England we should worry about something else. Important facilities like schools and hospitals are poorly organized. It takes a prime minister to take care of these necessary needs and improve the country.
 I know it's not recent, but I think it's still progressing. And what scares me the most is that we are not yet aware of all the other financial scandals!",0.024849601,0.06896287
1091,0,Negroes are the cause of all the problems in our nation. They are violent and unstable.,Negroes are the cause of all the problems in our nation. They are violent and unstable.,0.85173553,0.85173553
1091,2,These are not mindtricks! Black people are the real source of crime in our society.,Negroes are the cause of all the problems in our nation. They are violent and unstable. These are not mindtricks! Black people are the real source of crime in our society.,0.7510937,0.85850734
1091,4,"Fuck that shit! Black people came here illegally, and now they want to take our money with the excuse of being poor.","Negroes are the cause of all the problems in our nation. They are violent and unstable. These are not mindtricks! Black people are the real source of crime in our society. Fuck that shit! Black people came here illegally, and now they want to take our money with the excuse of being poor.",0.95048624,0.93383175
1478,0,Jews are a separate ethnicity and should be banned.,Jews are a separate ethnicity and should be banned.,0.6020386,0.6020386
1478,2,"You cannot integrate shit, because Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.","Jews are a separate ethnicity and should be banned. You cannot integrate shit, because Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.",0.9209984,0.88599813
1478,4,It is not about the right to practice your religion: the problem is that Jewish are taking over our country!,"Jews are a separate ethnicity and should be banned. You cannot integrate shit, because Jews are literally pieces of shit. There must be laws prohibiting their religion from our land. It is not about the right to practice your religion: the problem is that Jewish are taking over our country!",0.5566829,0.85333383
756,0,Gays are perverts.,Gays are perverts.,0.85173553,0.85173553
756,2,"You better watch out, because they are the real psychopaths.","Gays are perverts. You better watch out, because they are the real psychopaths.",0.4402136,0.8364697
965,0,I miss the good old days when we had black domestic workers.,I miss the good old days when we had black domestic workers.,0.37751234,0.37751234
965,2,"This is not about racism, it's the harsh truth: they were born to be savages.","I miss the good old days when we had black domestic workers. This is not about racism, it's the harsh truth: they were born to be savages.",0.47119883,0.6027529
965,4,Because we are better off when we are all white and united under the same culture. We are not strong when we are divided by black savages who want to fight us.,"I miss the good old days when we had black domestic workers. This is not about racism, it's the harsh truth: they were born to be savages. Because we are better off when we are all white and united under the same culture. We are not strong when we are divided by black savages who want to fight us.",0.51980776,0.52811706
468,0,LGBT+ people are a drain on society.,LGBT+ people are a drain on society.,0.6407703,0.6407703
468,2,"Yes! All those I know agree that LGBT+ people are a burden to society, a bunch of gutless whiners.","LGBT+ people are a drain on society. Yes! All those I know agree that LGBT+ people are a burden to society, a bunch of gutless whiners.",0.68408644,0.72028047
939,0,"Women should not be allowed to vote, because they are weak.","Women should not be allowed to vote, because they are weak.",0.6852916,0.6852916
939,2,But they are just a burden to society!,"Women should not be allowed to vote, because they are weak. But they are just a burden to society!",0.26859093,0.6667219
450,0,Black people are weak and they cannot take on anything.,Black people are weak and they cannot take on anything.,0.78207105,0.78207105
450,2,"They don't have any social advantage because they are just a bunch of brain-dead criminals and thieves, a threat to the security of our country.","Black people are weak and they cannot take on anything. They don't have any social advantage because they are just a bunch of brain-dead criminals and thieves, a threat to the security of our country.",0.6289369,0.8460273
346,0,"All nigga are subhuman, disgusting, and descended from apes.","All nigga are subhuman, disgusting, and descended from apes.",0.9391453,0.9391453
346,2,Black people' do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous apes.,"All nigga are subhuman, disgusting, and descended from apes. Black people' do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous apes.",0.85333383,0.9248995
653,0,"There are migrants in England, we are not meant to have them.","There are migrants in England, we are not meant to have them.",0.3260917,0.3260917
653,2,"They might have the right to be here, but not to take our houses. British people should have right to social housing, not immigrants.","There are migrants in England, we are not meant to have them. They might have the right to be here, but not to take our houses. British people should have right to social housing, not immigrants.",0.3250515,0.2854937
653,4,"Ok then, what about all those immigrants that turned out to be a bunch of criminals and terrorists?","There are migrants in England, we are not meant to have them. They might have the right to be here, but not to take our houses. British people should have right to social housing, not immigrants. Ok then, what about all those immigrants that turned out to be a bunch of criminals and terrorists?",0.52272606,0.46716887
653,6,Distorting what?? The truth is that they are rapists and drug dealers. They are ruining our cities and killing our youth. They are obviously invaders invading our beautiful land.,"There are migrants in England, we are not meant to have them. They might have the right to be here, but not to take our houses. British people should have right to social housing, not immigrants. Ok then, what about all those immigrants that turned out to be a bunch of criminals and terrorists? Distorting what?? The truth is that they are rapists and drug dealers. They are ruining our cities and killing our youth. They are obviously invaders invading our beautiful land.",0.6027529,0.60311776
1041,0,Now we can't use the N-word anymore. This political correctness is killing our culture.,Now we can't use the N-word anymore. This political correctness is killing our culture.,0.18649188,0.18649188
1041,2,"Come on, the N-word is part of our culture!","Now we can't use the N-word anymore. This political correctness is killing our culture. Come on, the N-word is part of our culture!",0.06500591,0.16158698
1048,0,Islam is a violent religion.,Islam is a violent religion.,0.6020386,0.6020386
1048,2,Because it spreads like a virus!,Islam is a violent religion. Because it spreads like a virus!,0.113263406,0.7252971
1048,4,You are wrong: Islam is a disease and it must be eradicated.,Islam is a violent religion. Because it spreads like a virus! You are wrong: Islam is a disease and it must be eradicated.,0.7675452,0.8115627
1048,6,Islam is sickening our world and Mosques are the disease carriers.,Islam is a violent religion. Because it spreads like a virus! You are wrong: Islam is a disease and it must be eradicated. Islam is sickening our world and Mosques are the disease carriers.,0.7675452,0.8403191
355,0,Gay men are a burden to society.,Gay men are a burden to society.,0.75208336,0.75208336
355,2,"Ok, but their ideas are harmful to our society.","Gay men are a burden to society. Ok, but their ideas are harmful to our society.",0.15324512,0.7105462
389,0,migrants rape our women,migrants rape our women,0.7998551,0.7998551
389,2,"Ok, but migration is still a problem because they are replacing the people born in our country. We should block them.","migrants rape our women Ok, but migration is still a problem because they are replacing the people born in our country. We should block them.",0.26859093,0.6289369
981,0,"Nazism wasn't that bad and I think there are worse things in the world, like Jews for example.","Nazism wasn't that bad and I think there are worse things in the world, like Jews for example.",0.6342749,0.6342749
981,2,"But Jews think they are the “chosen people”, they ask for special privileges.","Nazism wasn't that bad and I think there are worse things in the world, like Jews for example. But Jews think they are the “chosen people”, they ask for special privileges.",0.32182294,0.52811706
981,4,"No, they really believe they can be above the rules and want society to be adapted to their religious needs. ","Nazism wasn't that bad and I think there are worse things in the world, like Jews for example. But Jews think they are the “chosen people”, they ask for special privileges. No, they really believe they can be above the rules and want society to be adapted to their religious needs. ",0.079250954,0.4850187
841,0,"Afro-Caribbean's are just a bunch of stupid and dangerous dancing n*ggers, they should be banned.","Afro-Caribbean's are just a bunch of stupid and dangerous dancing n*ggers, they should be banned.",0.91625386,0.91625386
841,2,"No, it is not about fear. They REALLY are just a bunch of criminal monkeys.","Afro-Caribbean's are just a bunch of stupid and dangerous dancing n*ggers, they should be banned. No, it is not about fear. They REALLY are just a bunch of criminal monkeys.",0.6426206,0.911035
1047,0,Islam is a proven enemy of Western culture.,Islam is a proven enemy of Western culture.,0.50503236,0.50503236
1047,2,but Islam is a religion of conquest.,Islam is a proven enemy of Western culture. but Islam is a religion of conquest.,0.31547862,0.47886392
1047,4,Islam is NOT a religion of peace!,Islam is a proven enemy of Western culture. but Islam is a religion of conquest. Islam is NOT a religion of peace!,0.56269526,0.584095
1047,6,"Islam is an ideology of violence and oppression, admit it!","Islam is a proven enemy of Western culture. but Islam is a religion of conquest. Islam is NOT a religion of peace! Islam is an ideology of violence and oppression, admit it!",0.61223894,0.64447093
1337,0,"Faggots are perverts and sinners, we need to track them down and save them.","Faggots are perverts and sinners, we need to track them down and save them.",0.78207105,0.78207105
1337,2,But same sex attraction is a mental disorder that can be cured!,"Faggots are perverts and sinners, we need to track them down and save them. But same sex attraction is a mental disorder that can be cured!",0.39021665,0.78207105
1337,4,"Trust me: if we isolate them, then we can cure them.","Faggots are perverts and sinners, we need to track them down and save them. But same sex attraction is a mental disorder that can be cured! Trust me: if we isolate them, then we can cure them.",0.11036996,0.76197964
733,0,We can't keep this country homogeneous anymore!,We can't keep this country homogeneous anymore!,0.17371799,0.17371799
733,2,"That is a lie, if we stopped migrants, our financial situation could have been better.","We can't keep this country homogeneous anymore! That is a lie, if we stopped migrants, our financial situation could have been better.",0.32557452,0.3245134
733,4,"Yes! For example, we are paying NGOs to rescue migrants. How many other financial scandals still have to be annouonced to the tax payers?","We can't keep this country homogeneous anymore! That is a lie, if we stopped migrants, our financial situation could have been better. Yes! For example, we are paying NGOs to rescue migrants. How many other financial scandals still have to be annouonced to the tax payers?",0.05131592,0.22445217
354,0,Let's stop this homosexual lifestyle!,Let's stop this homosexual lifestyle!,0.5885171,0.5885171
354,2,We should stop being such a bunch of hypocrites and accept that Homosexuality is also a mental disorder.,Let's stop this homosexual lifestyle! We should stop being such a bunch of hypocrites and accept that Homosexuality is also a mental disorder.,0.7105462,0.7570315
838,0,We should eliminate gays.,We should eliminate gays.,0.8364697,0.8364697
838,2,"Yes, it would be an act of mercy towards them: gays are hopelessly sick.","We should eliminate gays. Yes, it would be an act of mercy towards them: gays are hopelessly sick.",0.6852916,0.85333383
838,4,But gay men are a danger to children! ,"We should eliminate gays. Yes, it would be an act of mercy towards them: gays are hopelessly sick. But gay men are a danger to children! ",0.6827122,0.8460273
838,6,"You did not answer to my point: children should be isolated from the negative influence of gays, they should be raised by heterosexual married people.","We should eliminate gays. Yes, it would be an act of mercy towards them: gays are hopelessly sick. But gay men are a danger to children!  You did not answer to my point: children should be isolated from the negative influence of gays, they should be raised by heterosexual married people.",0.40336934,0.7510937
413,0,Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves.,Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves.,0.89241093,0.89241093
413,2,Innovators? Thank you for making me laugh... Islam is a cancer on the European culture.,Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves. Innovators? Thank you for making me laugh... Islam is a cancer on the European culture.,0.6827122,0.9288007
1385,0,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done.","If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done.",0.11119666,0.11119666
1385,2,Women should wear nice skirts and be pretty to please men's tastes and desires.,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done. Women should wear nice skirts and be pretty to please men's tastes and desires.",0.26104406,0.20219094
1385,4,Feminism and equality are only about the supremacy of the minorities.,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done. Women should wear nice skirts and be pretty to please men's tastes and desires. Feminism and equality are only about the supremacy of the minorities.",0.33504707,0.30993456
1385,6,Feminism is an ideology and movement promoting the power of women and the contempt of the male.,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done. Women should wear nice skirts and be pretty to please men's tastes and desires. Feminism and equality are only about the supremacy of the minorities. Feminism is an ideology and movement promoting the power of women and the contempt of the male.",0.30716252,0.32236105
947,0,I am tired of women blaming men for what they aren't able to change.,I am tired of women blaming men for what they aren't able to change.,0.33836752,0.33836752
947,2,Fight for equality??? Feminism is just an excuse for women to disrespect men's rights!,I am tired of women blaming men for what they aren't able to change. Fight for equality??? Feminism is just an excuse for women to disrespect men's rights!,0.41690505,0.4014846
947,4,Feminism is a threat to human dignity.,I am tired of women blaming men for what they aren't able to change. Fight for equality??? Feminism is just an excuse for women to disrespect men's rights! Feminism is a threat to human dignity.,0.47119883,0.47886392
451,0,"If you are a person of color, you are a nigger, you are a bastard, you are a threat to society, you should just be deported.","If you are a person of color, you are a nigger, you are a bastard, you are a threat to society, you should just be deported.",0.9248995,0.9248995
451,2,"Because I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.","If you are a person of color, you are a nigger, you are a bastard, you are a threat to society, you should just be deported. Because I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.",0.52139956,0.8778702
977,0,Jews have a secret plot to take over the world,Jews have a secret plot to take over the world,0.41910073,0.41910073
977,2,"That is not true. It is well known that Jewish power structures control Congress, control the media, control academia. Jews are the only people who can get anything done.","Jews have a secret plot to take over the world That is not true. It is well known that Jewish power structures control Congress, control the media, control academia. Jews are the only people who can get anything done.",0.32074678,0.3625127
977,4,The proof is that they have controlled the world for ages.,"Jews have a secret plot to take over the world That is not true. It is well known that Jewish power structures control Congress, control the media, control academia. Jews are the only people who can get anything done. The proof is that they have controlled the world for ages.",0.046368107,0.36867723
840,0,I wish I live in a country that does not tolerate gay people.,I wish I live in a country that does not tolerate gay people.,0.687436,0.687436
840,2,On the contrary: making laws against homosexuals would be very moral. ,I wish I live in a country that does not tolerate gay people. On the contrary: making laws against homosexuals would be very moral. ,0.43965456,0.6027529
840,4,It is government duty to protect the weak: gays are a danger to children. They should be isolated.,I wish I live in a country that does not tolerate gay people. On the contrary: making laws against homosexuals would be very moral.  It is government duty to protect the weak: gays are a danger to children. They should be isolated.,0.65996873,0.6827122
840,6,But gays ARE a danger to children: they are a bunch of filthy pedophiles.,I wish I live in a country that does not tolerate gay people. On the contrary: making laws against homosexuals would be very moral.  It is government duty to protect the weak: gays are a danger to children. They should be isolated. But gays ARE a danger to children: they are a bunch of filthy pedophiles.,0.85333383,0.8115627
1037,0,Black uneducated people should shut up and work.,Black uneducated people should shut up and work.,0.7510937,0.7510937
1037,2,"You can have your say if you contribute to society, but Blacks do not want to work","Black uneducated people should shut up and work. You can have your say if you contribute to society, but Blacks do not want to work",0.51869136,0.71760553
381,0,Refugees should not be welcomed.,Refugees should not be welcomed.,0.50789946,0.50789946
381,2,How can we be inclusive if they do not want to integrate? We cannot coexist with immigrants. They are a problem that we must address.,Refugees should not be welcomed. How can we be inclusive if they do not want to integrate? We cannot coexist with immigrants. They are a problem that we must address.,0.25084448,0.39231625
1469,0,We have to protect our people. Black people are very aggressive and think they can do whatever they want. ,We have to protect our people. Black people are very aggressive and think they can do whatever they want. ,0.568186,0.568186
1469,2,"Come on, it is well known that black people are ‘super predators’. ","We have to protect our people. Black people are very aggressive and think they can do whatever they want.  Come on, it is well known that black people are ‘super predators’. ",0.6491204,0.64447093
1291,0,Muslims have nothing to contribute to our society.,Muslims have nothing to contribute to our society.,0.6588125,0.6588125
1291,2,They are NOT our brothers: They do not share our values and they are not interested in our future.,Muslims have nothing to contribute to our society. They are NOT our brothers: They do not share our values and they are not interested in our future.,0.20032968,0.6426206
1291,4,So much contribution that we need special laws to control them. They are just a trouble.,Muslims have nothing to contribute to our society. They are NOT our brothers: They do not share our values and they are not interested in our future. So much contribution that we need special laws to control them. They are just a trouble.,0.11223003,0.6027529
731,0,The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,0.5885171,0.5885171
731,2,Proud of what?  Of controlling and subjugating the world?,The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma. Proud of what?  Of controlling and subjugating the world?,0.055026773,0.5716857
731,4,"Believe me, the world would be a better place without Jews.","The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma. Proud of what?  Of controlling and subjugating the world? Believe me, the world would be a better place without Jews.",0.7701451,0.743089
731,6,Jews have no place in a modern world where human dignity is respected.,"The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma. Proud of what?  Of controlling and subjugating the world? Believe me, the world would be a better place without Jews. Jews have no place in a modern world where human dignity is respected.",0.6308517,0.6852916
630,0,Immigrants are a burden to our country.,Immigrants are a burden to our country.,0.61223894,0.61223894
630,2,"I hope you're fucking kidding me. Immigration is good for the economy?! It makes us rich and keeps the lights on? Not only that is false, it also puts us in danger. Immigration is a bad thing and very far from the core British values.","Immigrants are a burden to our country. I hope you're fucking kidding me. Immigration is good for the economy?! It makes us rich and keeps the lights on? Not only that is false, it also puts us in danger. Immigration is a bad thing and very far from the core British values.",0.60254884,0.6611249
551,0,"If we stopped migrants, our financial situation could have been better.","If we stopped migrants, our financial situation could have been better.",0.3127066,0.3127066
551,2,No way: immigrants are criminals and they are STEALING wealth from the country.,"If we stopped migrants, our financial situation could have been better. No way: immigrants are criminals and they are STEALING wealth from the country.",0.687436,0.57271194
633,0,Gays are poisoning our children with their icky homosexuality.,Gays are poisoning our children with their icky homosexuality.,0.85333383,0.85333383
633,2,Because they are dangerous psychopaths.,Gays are poisoning our children with their icky homosexuality. Because they are dangerous psychopaths.,0.45243698,0.85333383
633,4,You pretend not to understand: gays are just sick! We should ban them!,Gays are poisoning our children with their icky homosexuality. Because they are dangerous psychopaths. You pretend not to understand: gays are just sick! We should ban them!,0.8115627,0.8696708
633,6,"What about sexually transmitted diseases like gonorrhea and syphilis, then? They can be passed through contaminated homosexual activity! And then they'll pass it to our children!","Gays are poisoning our children with their icky homosexuality. Because they are dangerous psychopaths. You pretend not to understand: gays are just sick! We should ban them! What about sexually transmitted diseases like gonorrhea and syphilis, then? They can be passed through contaminated homosexual activity! And then they'll pass it to our children!",0.52139956,0.8299589
387,0,"I don't want another girl in my family. I already have one, but I wanted only boys.","I don't want another girl in my family. I already have one, but I wanted only boys.",0.2667042,0.2667042
387,2,Until women are submissive to men they should have no rights. That's the only thing they are good at.  ,"I don't want another girl in my family. I already have one, but I wanted only boys. Until women are submissive to men they should have no rights. That's the only thing they are good at.  ",0.46982017,0.45243698
387,4,"Women are the scum of the earth, and should only be seen as sexual objects. We are meant to submit them to our will all the time.","I don't want another girl in my family. I already have one, but I wanted only boys. Until women are submissive to men they should have no rights. That's the only thing they are good at.   Women are the scum of the earth, and should only be seen as sexual objects. We are meant to submit them to our will all the time.",0.82048255,0.6544696
843,0,Black folks are not attractive: they are just apes.,Black folks are not attractive: they are just apes.,0.89241093,0.89241093
843,2,Black people are nothing but apes: how can you respect apes?,Black folks are not attractive: they are just apes. Black people are nothing but apes: how can you respect apes?,0.89241093,0.8696708
1286,0,All Muslims are incompatible with any Western society.,All Muslims are incompatible with any Western society.,0.63782936,0.63782936
1286,2,Actually I know many Muslims and they are the only minority committing crimes in my neighbourhood.,All Muslims are incompatible with any Western society. Actually I know many Muslims and they are the only minority committing crimes in my neighbourhood.,0.4269174,0.57271194
1286,4,What about illness then? Muslim are ilnesses carriers! These people are sick in their DNA. They should be isolated.,All Muslims are incompatible with any Western society. Actually I know many Muslims and they are the only minority committing crimes in my neighbourhood. What about illness then? Muslim are ilnesses carriers! These people are sick in their DNA. They should be isolated.,0.64447093,0.7105462
967,0,Gays are a burden to society because of their unnatural inclination and romantic feelings.,Gays are a burden to society because of their unnatural inclination and romantic feelings.,0.6989911,0.6989911
967,2,It makes you a problem at the very moment you start poisoning our children's mind with your icky perversion.,Gays are a burden to society because of their unnatural inclination and romantic feelings. It makes you a problem at the very moment you start poisoning our children's mind with your icky perversion.,0.51980776,0.7252971
1367,0,Islam is a disease that must be eradicated.,Islam is a disease that must be eradicated.,0.76197964,0.76197964
1367,2,"The Koran promotes a false religion, filled with hatred and violence.","Islam is a disease that must be eradicated. The Koran promotes a false religion, filled with hatred and violence.",0.5972042,0.7675452
1367,4,NO! Islam is a vindictive religion and promotes hate.,"Islam is a disease that must be eradicated. The Koran promotes a false religion, filled with hatred and violence. NO! Islam is a vindictive religion and promotes hate.",0.6289369,0.7856813
1367,6,I do not need to read the Quran to know that Islam is the worst religion of all.,"Islam is a disease that must be eradicated. The Koran promotes a false religion, filled with hatred and violence. NO! Islam is a vindictive religion and promotes hate. I do not need to read the Quran to know that Islam is the worst religion of all.",0.6407703,0.78711975
789,0,I hate migrants: we must close our borders.,I hate migrants: we must close our borders.,0.6407703,0.6407703
789,2,"I do not know what is written in our constitution, but I know what it shoud be written: that they are criminals, they are rapists, they are a burden to our society. They are animals, in a nutshell.","I hate migrants: we must close our borders. I do not know what is written in our constitution, but I know what it shoud be written: that they are criminals, they are rapists, they are a burden to our society. They are animals, in a nutshell.",0.6289369,0.7998551
966,0,It is ok to be racist against blacks.,It is ok to be racist against blacks.,0.6667219,0.6667219
