text,parent_text,text_score,parent_score,actual_score,api_score
"I'm still in the US in meetings until tomorrow night, but I'll have some time Friday and Saturday to do some of the work on this - very many thanks again!  "," Its kinda at the point of everything but the MOS done, and I'd rather do that as yet-another-close-read as a spit polish.   I'm still in the US in meetings until tomorrow night, but I'll have some time Friday and Saturday to do some of the work on this - very many thanks again!  ",0.0126288915,0.07054565,0,0.0194
"""Repeated reversions is a behavioral problem"" - not per se. ""Revert"" has too broad a meaning for that declaration to stand unqualified: editors can be trying to reach compromise or make points via edit summary, this is not necessarily edit warring.  "," Repeated reversions is a behavioral problem, not simply a technical rules violation.   BTW, I agreed with you on the separate section on O'Donnell.  It was originally in a section entitled ""Controversial Statements"", but all the other statements wound up being stolen from it.  ""Repeated reversions is a behavioral problem"" - not per se. ""Revert"" has too broad a meaning for that declaration to stand unqualified: editors can be trying to reach compromise or make points via edit summary, this is not necessarily edit warring.  ",0.067380086,0.11098998,0,0.0759
"The article has been revised to remove non-factual statements. There are few references to him prior to his death. As the article states, he worked behind the scenes and avoided the spotlight. I am requesting a new review by . ","Removal of infringing text and attribution has taken care of most of the neutrality concern, but the point raised above about the source of information is a valid one. A more extensive search to verify balance per WP:NPOV would be useful here.  The article has been revised to remove non-factual statements. There are few references to him prior to his death. As the article states, he worked behind the scenes and avoided the spotlight. I am requesting a new review by . ",0.03639866,0.04315203,0,0.1544
Thanks for the good word! '''',"Just wanted to say I saw the review & saw your efforts to improve the article; you've a pretty good way of making the paragraphs go smoothly, and your responsive to the advice he gave you (moving the quote). Good job, for whatever my opinion is worth.  Thanks for the good word! ''''",0.011183795,0.011623607,0,0.0186
I've seen this before but never did figure out how to fix it. Thanks so much for the help. ,"That is really a bug, I've filed a report here: . In the meantime I have used http://diberri.dyndns.org/cgi-bin/templatefiller/index.cgi?ddb=&type;=pubmed_id&id;=15824366&dont;_use_etal=1 to generate the citation.  I've seen this before but never did figure out how to fix it. Thanks so much for the help. ",0.012943043,0.021432023,0,0.0187
"I really appreciate your help Martyman. The bug is fixed now, so you shouldn't have that specific problem anymore. If the tool is still useful in its current buggy state, by all means continue using it, but I could also give you a heads up once I feel the tool is more stable, if you like. ~","Don't worry too much about getting the date right on no-source or no-license tags: OrphanBot's quite good at fixing up that sort of thing, and now that I've finished with the marathon first run through the ""uploader unsure"" category, I'll be doing a run through the ""no source"" and ""no license"" categories every other day. I really appreciate your help Martyman. The bug is fixed now, so you shouldn't have that specific problem anymore. If the tool is still useful in its current buggy state, by all means continue using it, but I could also give you a heads up once I feel the tool is more stable, if you like. ~",0.021432023,0.03309893,0,0.03
" Well I guess there is the obvious reason, then.  "," You don't?  The fix is already in on the elections, and some folk may end up in jail or exile together!    Well I guess there is the obvious reason, then.  ",0.023553278,0.15269235,0,0.1176
" Why the sudden fuss about the copyright of the 43 scans (which is unclear at best. After all, they were reportedly given out for free to several organisations to be read and distributed), when there is apparently agreement here that the use uf the original 12 cartoon is accepable and even warranted as fair use? ","We are not a hosting service for copyrighted material. We can't republish this document - either as images, in text or in translation. If you want to republish try your blog or web site, or maybe somewhere like cryptome.  Why the sudden fuss about the copyright of the 43 scans (which is unclear at best. After all, they were reportedly given out for free to several organisations to be read and distributed), when there is apparently agreement here that the use uf the original 12 cartoon is accepable and even warranted as fair use? ",0.05230548,0.06896287,0,0.0471
Thanks: it looks very well! ,"Evening RuthAS: about to upload the Menestrel page, with most of the typos removed.  Thanks for reading it.  I couldn't find the image on Commons, so perhaps you would do the honours?  Cheers, Thanks: it looks very well! ",0.009675868,0.017843807,0,0.0529
"Well, the google hits like http://www.dina.dk/~jesper/PEsummerschool/Similix/similix.html or http://portal.acm.org/citation.cfm?id=665922 are pretty clear: it's a partial evaluator for the functionally pure subset of Scheme (programming language). I dunno where it fits in the history, though.   18:58 24 September 2010 (GMT)","I doubt that anyone will mind provided that you explain what it is and how it fits into the history of partial evaluators. It seems to be notable.   | ''Well, the google hits like http://www.dina.dk/~jesper/PEsummerschool/Similix/similix.html or http://portal.acm.org/citation.cfm?id=665922 are pretty clear: it's a partial evaluator for the functionally pure subset of Scheme (programming language). I dunno where it fits in the history, though.   18:58 24 September 2010 (GMT)",0.021432023,0.03545588,0,0.0846
"SF ''is'' the WMF HQ ;) Also HJ is it alright if I blank copyvios then tag with db-g12 if they are major violations or should I just abstain from content removal and add the tag above the content also  since they are from FH Frankfurt, the website from which the content was plagiarised. Enjoy SF, regards, —''' •  • 11:21am •'''","They have an office in SF? I should go up there some time. I'm not sure anyone's to happy with them after the whole PC thingy. Maybe I'll go stalk HJ by finding people who look techy buying shaving cream.  SF ''is'' the WMF HQ ;) Also HJ is it alright if I blank copyvios then tag with db-g12 if they are major violations or should I just abstain from content removal and add the tag above the content also  since they are from FH Frankfurt, the website from which the content was plagiarised. Enjoy SF, regards, —''' •  • 11:21am •'''",0.112333365,0.20705862,0,0.0978
"Case closed?  Not entirely.  Incedentally, I added the seals back to the pages pending more information, because they are useful to the article.  This does not however, preclude the city's copyright status to use the image.  ▼''''''♥'''''''''♑'''","Cased closed. Seals are legit. Just like I thought! ) Case closed?  Not entirely.  Incedentally, I added the seals back to the pages pending more information, because they are useful to the article.  This does not however, preclude the city's copyright status to use the image.  ▼''''''♥'''''''''♑'''",0.030034892,0.041172907,0,0.0887
"I strongly concur with LaTondre on this one, Ken.   |  ","I have read it. They are for ""related Wikipedia articles"". A generic, incomplete list is only related in the weakest meaning of the term. Categories are much better suited for that.   I strongly concur with LaTondre on this one, Ken.   |  ",0.017466826,0.035220183,0,0.1383
"The only time I see the word ''homosexual'' used these days — instead of ''gay and lesbian'', ''LBGT'', ''GLBT'', etc. — is in scientific/medical literature including the CDC.  However, even these sources are using the term less and less, including the CDC who has developed — for epidemiological purposes — more descriptive labels (e.g., MSM). — ''''''","I completely understand that connotation, but I'm not sure that LGBT should be substituted in without discussion in general. It ''is'' the most widely understood, utilized term for LGBT individuals outside of the community itself in addition to being the scientific definition. I'm sure it's been discussed somewhere before, but I couldn't find it. '''''' The only time I see the word ''homosexual'' used these days — instead of ''gay and lesbian'', ''LBGT'', ''GLBT'', etc. — is in scientific/medical literature including the CDC.  However, even these sources are using the term less and less, including the CDC who has developed — for epidemiological purposes — more descriptive labels (e.g., MSM). — ''''''",0.26293078,0.22445217,0,0.031
"They had ""God With Us"" before the Nazi party came to rule. Not sure how it's relevant. I don't think Carrier even needs entry, as his views on the subject do not mirror the historical consensus on the matter. We can rule out the idea that Hitler was religious, but we can also rule out that he was an atheist. I'm not sure what the purpose of this article is for.  ","It was corrected in the sense that it was not the SS, but the German Army (under Nazi rule) who wore ""God with Us."" A minor error. Best,  They had ""God With Us"" before the Nazi party came to rule. Not sure how it's relevant. I don't think Carrier even needs entry, as his views on the subject do not mirror the historical consensus on the matter. We can rule out the idea that Hitler was religious, but we can also rule out that he was an atheist. I'm not sure what the purpose of this article is for.  ",0.16245349,0.15987846,0,0.2816
 That's ok! I know.  − '''''',I've been remiss about that. It's just ''such'' a big job and it's enervating just thinking about it. I'll do some more work there this week.   That's ok! I know.  − '''''',0.016838523,0.023671126,0,0.0369
"Then fix the wording and the final ruling, but don't truncate the entire section. I am trying to get the article to GA status, not send it back to start class. The information on the plaintiffs and defendants is useful for a reader to understand the parties involved in the case and thier arguments, as there is no Wikipedia article on the case itself. "," Plus the writing is just plain bad.  It is overlong, redundant, excessively detailed, clumsily worded and off-topic to the purported topic of this article. Please review WP:OWN.  Then fix the wording and the final ruling, but don't truncate the entire section. I am trying to get the article to GA status, not send it back to start class. The information on the plaintiffs and defendants is useful for a reader to understand the parties involved in the case and thier arguments, as there is no Wikipedia article on the case itself. ",0.02449606,0.19599396,0,0.0698
"For whatever it's worth, I'd be against changing the rule.  Both systems are widely used, both are taught in schools, and most readers understand both, so there's no real reason to restrict one of them, unless Wikipedia is taking the position that only the Christian system should be used.  Since Wikipedia isn't an exclusively Christian encyclopedia, that doesn't seem useful or necessary. -  · ","There's nothing ambiguous about BCE. As far as discussing it, here might be a good place. ← '''' →For whatever it's worth, I'd be against changing the rule.  Both systems are widely used, both are taught in schools, and most readers understand both, so there's no real reason to restrict one of them, unless Wikipedia is taking the position that only the Christian system should be used.  Since Wikipedia isn't an exclusively Christian encyclopedia, that doesn't seem useful or necessary. -  · ",0.069754265,0.063423134,0,0.1919
Which comprehensive articles do you have in mind?  ,"The sources currently cited in this article are not the most recent or most reliable on the subject, and the subject is just a minor part of subjects already covered by other Wikipedia articles? Why not just merge the good parts of this article into one of the more comprehensive articles?   Which comprehensive articles do you have in mind?  ",0.1100022,0.07845957,0,0.0676
"We don't have to have an infobox. Infoboxes can create definitional problems, and we can easily avoid them by not having them when there's no pressing need. What navigation would be available in the infobox that isn't available in the article? Anyway, if we were going to have an infobox, it should be one specific to diplomatic crises, which doesn't currently exist.  ","Its easier navigation, and we dotn have an infobox otherwise. Its still a conflict just because ''we'' at wikipedia called it that.(  ).We don't have to have an infobox. Infoboxes can create definitional problems, and we can easily avoid them by not having them when there's no pressing need. What navigation would be available in the infobox that isn't available in the article? Anyway, if we were going to have an infobox, it should be one specific to diplomatic crises, which doesn't currently exist.  ",0.028502874,0.09611836,0,0.0276
" Yes, it would be if we could ''all'' violate 3RR equally ... I did my editing before the reverts started.  Now, please stay on topic and stop personalizing issues and disrupting productive discussion.   ","That might give you some practice in editing articles, heh Sandy? Instead of just criticizing and obstructing. Go for it, editing is fun!   Yes, it would be if we could ''all'' violate 3RR equally ... I did my editing before the reverts started.  Now, please stay on topic and stop personalizing issues and disrupting productive discussion.   ",0.20219094,0.2763787,0,0.2121
I replaced it. Hopefully we are all good now.  ,"No, better replace it (spammish). I was going to do that, but forgot. ALT is ok with me.  I replaced it. Hopefully we are all good now.  ",0.015079274,0.05205809,0,0.0661
"What's more, your writing style is similar, and this coincidentally came just an hour or so after the decline on .  ","How do you explain the positive checkuser result, which indicates that you are editing from the same IP address as the Yattum as well as the same IP address to a very similarly named account?  ''''''''''What's more, your writing style is similar, and this coincidentally came just an hour or so after the decline on .  ",0.10566349,0.08479069,0,0.2776
Ditto.–   (bounties),"JK, I agree with you, and that the symbol is appropriate for the template and should remain.  You can't please everyone, after all.   Ditto.–   (bounties)",0.013571346,0.053295042,0,0.0998
"Even if the page was not under an explicit restriction (which is not admitted), you were still edit-warring. Therefore I have reviewed my decision and am satisfied with it.  ","That List page is not under the Troubles restrictions, you can check. It was the opinion of the one editor, which was also countered by another editor who suggested it wasn't. (the same editor has had various blocks for inserting such POV)(  ).Even if the page was not under an explicit restriction (which is not admitted), you were still edit-warring. Therefore I have reviewed my decision and am satisfied with it.  ",0.051068526,0.049584184,0,0.0859
"I think that the suicide of Tyler Clementi would not be appropriate for Wikipedia, due to the policy WP:BLP1E. For that very reason, I have written and developed an article on the sister wiki, Wikinews:US undergraduate commits suicide after 'outing' via webcast. ","I contributed to that addition with a minor change and more or less support this. It does seem like the wrong place. Are they really notable?  I think that the suicide of Tyler Clementi would not be appropriate for Wikipedia, due to the policy WP:BLP1E. For that very reason, I have written and developed an article on the sister wiki, Wikinews:US undergraduate commits suicide after 'outing' via webcast. ",0.19314334,0.15213956,0,0.3105
"There's no need for you to apologize, my friend. I was more than happy to help. )  '''''' ","My apologies, I apparently misread your tone.
And I do thank you for your help with this  ) - There's no need for you to apologize, my friend. I was more than happy to help. )  '''''' ",0.021667719,0.022846194,0,0.0462
So why was it offered? What compromise do you suggest? -,"That's an absolutely terrible ""compromise"" and it bespeaks an agenda.  So why was it offered? What compromise do you suggest? -",0.023317585,0.23162876,0,0.0628
Release histories is not something I think should be added to pages. I would add a personnel section but no other Miley Cyrus song articles have it so it would not be in cohesion.   * ,"Could there be a release history and/or credits and personnel section?
Begin to work on these fixes, and I'll post some more comments later. Release histories is not something I think should be added to pages. I would add a personnel section but no other Miley Cyrus song articles have it so it would not be in cohesion.   * ",0.027206551,0.026970858,0,0.1204
"Safe to assume that was another IP sock, .  ","In progress, believe me, in progress.  I'm writing it right now.   Safe to assume that was another IP sock, .  ",0.23523538,0.20335422,0,0.2983
"I don't see what you mean. All I can find on that page are a few comments saying they disagree, but no reasons or arguments, so that doesn't mean anything. ","'''Support''', already more Google hits for Wolfe, and since that's his current name, the gap is only going to get wider. I don't see what you mean. All I can find on that page are a few comments saying they disagree, but no reasons or arguments, so that doesn't mean anything. ",0.046368107,0.056263726,0,0.06
"There are three references but none of them actually make the claim thet he ""helped make the country music a worldwide phenomenon"". That appears to be WP:SYNTH.  ","While that is partly true, the statement is referenced by 3 different sources. You mention Marty Robbins and others, they however, didn't achieve the ''worldwide'' success that Billy Ray did. He had a number-one hit in ''several'' countries, whereas the ones you mentioned failed to chart internationally, or very poorly. EnDaLeCoMpLeX  • There are three references but none of them actually make the claim thet he ""helped make the country music a worldwide phenomenon"". That appears to be WP:SYNTH.  ",0.023199737,0.08637348,0,0.1193
Thank you for not helping at all in this matter. If you were not going to do anything - including simply answer me - you should have let another editor deal with it. I have a couple of Brazilian-history related articles that are going to be nominated featured and once I'm done with them I will try to resolve this issue on Dilma's article. Thanks for nothing.  ,"Significant from whom? The book has won a prize from the Academia Brasileira de Letras (Here: ) and along with the other volumes (Here: ,  and ) was widely acclaimed. Are you telling me that the communist groups in activity in Latin America in the 1960 were after the restoration of democracy? Did you see anyone in that article bring one single source saying that?  Thank you for not helping at all in this matter. If you were not going to do anything - including simply answer me - you should have let another editor deal with it. I have a couple of Brazilian-history related articles that are going to be nominated featured and once I'm done with them I will try to resolve this issue on Dilma's article. Thanks for nothing.  ",0.2412222,0.19504376,0,0.0897
"In that case, the event and its relevance should be ''explained'' with sources, and not just stated ""they burned books"".  ","I think the burning of the debt books is important because it marked an end to/an interruption of economic exploitation at the hands of Chinese ursury traders. In other parts of Mongolia, the payment of such debts continued after 1911 (per Charles Bawden, ''Modern History'', IIRC).  In that case, the event and its relevance should be ''explained'' with sources, and not just stated ""they burned books"".  ",0.11202335,0.1013248,0,0.0643
"I've gotten opposition to that in the past, but I don't think they preferred modern either.  I think the key was how to maintain the cats.  Sometimes it can be difficult to determine whether or not a missile, particularly one made outside of the US/W.Europe, is still in production.  But regardless, I don't have a problem with an 'in production' tree. ","Why not just replace the prefix ""modern"" with ""current""? I've gotten opposition to that in the past, but I don't think they preferred modern either.  I think the key was how to maintain the cats.  Sometimes it can be difficult to determine whether or not a missile, particularly one made outside of the US/W.Europe, is still in production.  But regardless, I don't have a problem with an 'in production' tree. ",0.033334624,0.029563503,1,0.0677
You might try dealing it down to 35 pages per day ;-).  , I'm taking a break...contributing at the RD somehow stopped being fun and became a chore.  You might try dealing it down to 35 pages per day ;-).  ,0.04216247,0.13908891,0,0.0475
How? I no wikied everything did`nt i?  ,"Deletion of this will lead to ANI. It is not disruptive as it has not yet even been launched. For christs sake, why can one of you not just make your argument?  How? I no wikied everything did`nt i?  ",0.041915078,0.25462922,0,0.0966
"If you have a disagreement with another editor over changes you have made, leave them a civil message on their talk page. I have seen some of the disambiguation pages you are creating and several of them are very problematic. Please see Wikipedia:Disambiguation dos and don'ts for guidance.  "," Is to protest a vandalism !???. Please never funny more over. Please don't funny. Their problem, not my problem. Why don't you never critic their sin?If you have a disagreement with another editor over changes you have made, leave them a civil message on their talk page. I have seen some of the disambiguation pages you are creating and several of them are very problematic. Please see Wikipedia:Disambiguation dos and don'ts for guidance.  ",0.05255287,0.30427247,0,0.1072
"Agree with Fox, ""a 17th century painting depicting St Paul in front of the Areopagus"" is a compound that, as a WHOLE, serves as the ""noun immediately preceding"" the word ""that"". I don't think anyone would read the sentence the way Amandajm is suggesting, unless he/she was actively trying to make it more confusing.  "," Call me crazy but you have to read a lot into that sentence to alter the meaning as you have. ;) Agree with Fox, ""a 17th century painting depicting St Paul in front of the Areopagus"" is a compound that, as a WHOLE, serves as the ""noun immediately preceding"" the word ""that"". I don't think anyone would read the sentence the way Amandajm is suggesting, unless he/she was actively trying to make it more confusing.  ",0.035220183,0.26104406,0,0.0529
"Sieve of Eratosthenes  21:35 Oct 27, 2002 (UTC)","I have no idea what that is, but it sounds dirty  let's do it.   21:17 Oct 27, 2002 (UTC)Sieve of Eratosthenes  21:35 Oct 27, 2002 (UTC)",0.01859777,0.20572066,0,0.0389
"Heh! I'd offer to write a short script, but after all the talk of puds and pies I think I have more pressing concerns ;-)","Can we also have something that pings the talk pages of all regular BISE participants, eg, ""Heh! Someone is fiddling with the British Isles again!"". Only kidding. I think. Actually, on second thoughts....  Heh! I'd offer to write a short script, but after all the talk of puds and pies I think I have more pressing concerns ;-)",0.05824285,0.11316007,0,0.0452
"It seems I made a mistake, the interview was not from MASKED, that is a different interview I am thinking of, here is the correct interview about the short arc and long arc http://iareawesomeness.wordpress.com/2010/03/01/tite-kubo-interview-jump-festa-2009-and-other-spoilers/, I am still hunting down the shonen page that says that the arrancar arc is over but I will keep looking ","I can't see the interview in the source, but that could be added to the article with a reference. It seems I made a mistake, the interview was not from MASKED, that is a different interview I am thinking of, here is the correct interview about the short arc and long arc http://iareawesomeness.wordpress.com/2010/03/01/tite-kubo-interview-jump-festa-2009-and-other-spoilers/, I am still hunting down the shonen page that says that the arrancar arc is over but I will keep looking ",0.030741978,0.022610499,0,0.0366
"If I understand what you mean by ""template update"" correctly — embedding the code to produce the title italics in ) — that's what I meant.  Is that what you were talking about? — ","I'd say yes to keep in sync with the MOS.  I'd prefer a template update though since that'd obviously be faster.  If I understand what you mean by ""template update"" correctly — embedding the code to produce the title italics in ) — that's what I meant.  Is that what you were talking about? — ",0.03357032,0.026617315,0,0.017
There are several articles linked above. Not sure what's you'd consider non-partisan in this context.  ,"Has a non-partisan quality RS written an article about all this yet that clearly describes, represents, and characterizes the dispute ? I haven't seen one largely on account of not looking. That would be useful to get some RS based perspective. '''''' - ''''''There are several articles linked above. Not sure what's you'd consider non-partisan in this context.  ",0.025556687,0.034984488,0,0.0848
"I actually wrote some of the content on Immaculate Conception and I've used that.  The bits about not confusing Immaculate Conception with the Incarnation of Christ, etc.  So I used that. ","What I need to know is specifically which articles have content that was pasted into the new article at any point. This is necessary for attribution. If you rewrote content, I don't need to know...unless you followed it closely.   I actually wrote some of the content on Immaculate Conception and I've used that.  The bits about not confusing Immaculate Conception with the Incarnation of Christ, etc.  So I used that. ",0.04166769,0.034041706,0,0.037
Parts of it are NOT false. If anything it left much out. ,Parts of it are false.  His section about females not being able to join the freemasons is demonstrably true. Parts of it are NOT false. If anything it left much out. ,0.034513097,0.12520397,0,0.0557
"Milo, your side of the case has been heard, since you participated in WP:Requests for comment/Milogardner.  The decision at WP:ANI is what I reported to you. If you object to the topic ban, the only steps open to you now are those listed at WP:UNBAN. Of course, you are still welcome to edit articles which are unrelated to Egyptian mathematics. ","Looking at Roger Davies talk page, it is possible he edited as an IP before he logged on and wasn't aware of the ban.  Milo, your side of the case has been heard, since you participated in WP:Requests for comment/Milogardner.  The decision at WP:ANI is what I reported to you. If you object to the topic ban, the only steps open to you now are those listed at WP:UNBAN. Of course, you are still welcome to edit articles which are unrelated to Egyptian mathematics. ",0.07687678,0.071337044,0,0.1266
"You surely don't mean any location, an address isn't neccessarily notable. Of course any notable location should have an article providing proper references can be found and there's something worth saying about it and I don't mean a page in the A-Z or even a local school or pub. ","I disagree, any location should have it's own page  You surely don't mean any location, an address isn't neccessarily notable. Of course any notable location should have an article providing proper references can be found and there's something worth saying about it and I don't mean a page in the A-Z or even a local school or pub. ",0.028974265,0.03192045,0,0.0647
"I've trimmed my suggested ALT2 to make it a bit less wordy. It's quite difficult to get across the potential this concept has, without building a huge unwieldy hook.  ","Actually, after thinking about it, i'm fine with your alt. It does convey more about what cloud gaming does. I've trimmed my suggested ALT2 to make it a bit less wordy. It's quite difficult to get across the potential this concept has, without building a huge unwieldy hook.  ",0.06025757,0.035691574,0,0.1101
"I've not, I was away for most of yesterday and am only starting to catch up now. I'll ready it shortly.","I'm not entirely sure you've read my reply yet, so I'm notifying you now.  I've not, I was away for most of yesterday and am only starting to catch up now. I'll ready it shortly.",0.024260364,0.02638162,0,0.0474
" Looks better. Personally, I would remove Paice entirely due chronology and put Pym into the notable people section ","Oh thank you! Geology's the one bit I'm kinda dreading doing; love geography, but my geology is more than a little bit rusty. How does the Governance section seem now by the way? -   Looks better. Personally, I would remove Paice entirely due chronology and put Pym into the notable people section ",0.06500591,0.045625936,0,0.1323
"I don't think that really answers the question, but anyway.. That one was a schoolkid writing barely more than a test page. First team football for Celtic? I noticed a whole pile of equally bad blocks while you were doing I think the G's the other day. Could you take more care with them. Thanks.   ",", unblocked  and , the other was using Wikipedia only for self-promotion.  '''''' I don't think that really answers the question, but anyway.. That one was a schoolkid writing barely more than a test page. First team football for Celtic? I noticed a whole pile of equally bad blocks while you were doing I think the G's the other day. Could you take more care with them. Thanks.   ",0.09438288,0.12260055,0,0.1039
Whatever you think is best. The article may look odd with just the one quotation box.  ,I've removed all the quote boxes except this verse. Should that go as well?  Whatever you think is best. The article may look odd with just the one quotation box.  ,0.027560094,0.02873857,0,0.0434
Add to that the fact that some project may re-assess articles while others tend to only doing assessment in an early state of the article and forget about it later.  ,The Two TowersAdd to that the fact that some project may re-assess articles while others tend to only doing assessment in an early state of the article and forget about it later.  ,0.021432023,0.021432023,1,0.0238
"Sorry, based on the issues raised in the AfD, there is not consensus.  But, we can leave this article alone focusing on ""war"" and use the ""Violence"" article as a higher-level article, I suppose.  But we are doing a disservice to readers.   ","Absolutely, I think that we are in agreement on that.  Sorry, based on the issues raised in the AfD, there is not consensus.  But, we can leave this article alone focusing on ""war"" and use the ""Violence"" article as a higher-level article, I suppose.  But we are doing a disservice to readers.   ",0.112643376,0.102192536,0,0.2128
"It might be a conflict between the standard and local dialect. 我们 is used in both, and in the standard it does not make the distinction, whereas 我们 is only found in the local dialect and is therefore only inclusive. I suspect that in Beijing dialect not influenced by the standard, 我们 would be only exclusive. —  ","I asked a friend of mine, born and raised in Beijin, and he said 我们 is both inclusive and exclusive, and both formal and informal. 咱们 is inclusive-only and informal-only. I noted my textbook because it seemed contrary to what was in the article. I did not modify anything because I am not competent.  It might be a conflict between the standard and local dialect. 我们 is used in both, and in the standard it does not make the distinction, whereas 我们 is only found in the local dialect and is therefore only inclusive. I suspect that in Beijing dialect not influenced by the standard, 我们 would be only exclusive. —  ",0.019477395,0.055274166,0,0.0271
"Actually, I think you'll find that the policy at WP:NOTADVERTISING says something remarkably like my statement.  Article topics ''must'' be third-party verifiable.   ","You'd rather not have one at all.  You don't speak for all Wikipedia.  And yes, a neutral article can be written, with just the basic non-disputed facts.  Looks like that article is going to be kept. '''Actually, I think you'll find that the policy at WP:NOTADVERTISING says something remarkably like my statement.  Article topics ''must'' be third-party verifiable.   ",0.03545588,0.11098998,0,0.0359
"Yep.  If it needs discussion (and Dweller tried this a couple of threads above), then let's start another discussion.  Flicking ""nuvola apps important.svg"" in people's faces is a little too much.   ","Indeed, I was agreeing with you. In this instance, consensus reigns over common sense because it's policy.  Yep.  If it needs discussion (and Dweller tried this a couple of threads above), then let's start another discussion.  Flicking ""nuvola apps important.svg"" in people's faces is a little too much.   ",0.1182615,0.1013248,0,0.104
" Every time i give some the barnstar this happens: Example
  '''Valued Picture Barnstar''' message  ","Simply copy paste the following text {{subst:Valued Picture Barnstar|message ~~~~}}. And thats all.   Every time i give some the barnstar this happens: Example
  '''Valued Picture Barnstar''' message  ",0.09438288,0.05824285,0,0.0539
"Actually, the problem with the bot is a simple matter of a double prefix. I'd recommend:
Copy each of the categories manually to its target.
Use AWB to move the pages fromthe old category to the new one.
Delete the old categories.
 ","The bots apparently couldn't handle the rename in portalspace. So they're over on Working/Manual waiting for Cyde to see if CydeBot can be modified to make it work. There may be other ways other than hand-changing them, but I'd like to see if the bot approach works first before those 52 other portal categories I nominated get thrown into the hopper. Actually, the problem with the bot is a simple matter of a double prefix. I'd recommend:
Copy each of the categories manually to its target.
Use AWB to move the pages fromthe old category to the new one.
Delete the old categories.
 ",0.030977672,0.041172907,0,0.0623
"The California laws make it certain and clear.  If an admin incorrectly deletes it, I will immediately open a DRV and have it restored.  ","Probably but not certain. If I can't upload the image from flickr or confirm the PD status from the source, then I just want to know that it has veen confirmed. The California laws make it certain and clear.  If an admin incorrectly deletes it, I will immediately open a DRV and have it restored.  ",0.0466155,0.048099842,0,0.1632
"I agree with  (although not with his saying the pop culture information is ""random trivia""; popular culture is a very powerful force, yet concrete facts for it are harder to come by than for classical culture).
I think  is very out of line in calling anyone names; there's no reason for it, and it just makes people solidify their positions against you, so why do it? - ","Random trivia on Gorilla suits, movies and tv does not fit in with a proper scientific encyclopedia article and is perfectly accessable from a seperate article. If you look I did not make the change in the first place but I do support it, as it greatly improves the quality of this article. -I agree with  (although not with his saying the pop culture information is ""random trivia""; popular culture is a very powerful force, yet concrete facts for it are harder to come by than for classical culture).
I think  is very out of line in calling anyone names; there's no reason for it, and it just makes people solidify their positions against you, so why do it? - ",0.081625134,0.042657252,0,0.0436999999999999
"As do all major charts, to the best of my knowledge. –'''''''''' )","''Billboard'' credits all involved artists, regardless of featuring.  As do all major charts, to the best of my knowledge. –'''''''''' )",0.016587202,0.018723432,0,0.0172
"I believe the manual way is more organised, it also improves navigation - for example if I wanted to find a discussion from 2007 - for whatever reason - the 'MONTH YEAR - MONTH YEAR' guides me which Archive to look in. But if you can add the template go for it. Thanks  ","Can we not just use the automatically-updated {{archives}} template?  I believe the manual way is more organised, it also improves navigation - for example if I wanted to find a discussion from 2007 - for whatever reason - the 'MONTH YEAR - MONTH YEAR' guides me which Archive to look in. But if you can add the template go for it. Thanks  ",0.011686437,0.011874928,0,0.0175
"It's referred to as pictographic writing in this source 
, other sources and our article Writing talk about pictographic writing, so I don't see a problem. Thanks for your recent edit, by the way, which I've enhanced and referenced. The 'sucker fish' in question is a river fish, not the ocean ones, by the way.  ","Pictographs would mean that it's not true writing. —  It's referred to as pictographic writing in this source 
, other sources and our article Writing talk about pictographic writing, so I don't see a problem. Thanks for your recent edit, by the way, which I've enhanced and referenced. The 'sucker fish' in question is a river fish, not the ocean ones, by the way.  ",0.1991664,0.18174082,0,0.3219
"What you are adding looks like original synthesis.  You cannot do this.  If you want to put your point you have to supply a reliable source that actually makes that precise point, not combine a number of sources that don't.  ","The material is sourced. ·What you are adding looks like original synthesis.  You cannot do this.  If you want to put your point you have to supply a reliable source that actually makes that precise point, not combine a number of sources that don't.  ",0.04760506,0.03875561,0,0.0763
"No you can confirm that on particular editor, has an objection, and therefore I avoid doing it.  SmackBot absolutely ''should'' be doing it, but one guy has an extreme position on the subject, and I like to go with the flow.  '' ","Could I just confirm that SmackBot should ''not'' be making reference-reshuffling edits such as  then?  — No you can confirm that on particular editor, has an objection, and therefore I avoid doing it.  SmackBot absolutely ''should'' be doing it, but one guy has an extreme position on the subject, and I like to go with the flow.  '' ",0.09438288,0.11036996,0,0.168
"'''Comment''': It's perfectly proper to propose an alternative, such as merge or even delete, within a move discussion. Where such discussions then lead and by what process depends on the consensus reached if any. No vote as yet.  ","'''Comment''' This is a move discussion, not a merge discussion. Hold off on the merge proposals, PLEASE.  '''Comment''': It's perfectly proper to propose an alternative, such as merge or even delete, within a move discussion. Where such discussions then lead and by what process depends on the consensus reached if any. No vote as yet.  ",0.02920996,0.040925518,0,0.0391
"Well, you can, as long as it meets WP:YOUTUBE. ''''''  ","No, I'm fairly sure you can't use Youtube as a source. ''''''  Well, you can, as long as it meets WP:YOUTUBE. ''''''  ",0.032391842,0.06579731,0,0.1162
